# Id,Predicted
244, 0.60
245, 0.39
246, 0.53
247, 0.64
248, 0.51
249, 0.30
250, 0.96
251, 0.48
252, 0.44
253, 0.32
254, 0.46
255, 0.53
256, 0.60
257, 0.42
258, 0.66
259, 0.27
260, 0.04
261, 0.34
262, 0.18
263, 0.90
264, 0.62
265, 0.52
266, 0.44
267, 0.65
268, 0.49
269, 0.64
270, 0.41
271, 0.85
272, 0.18
273, 0.48
274, 0.64
275, 0.36
276, 0.37
277, 0.38
278, 0.98
279, 0.31
280, 0.95
281, 0.62
282, 0.98
283, 0.50
284, 0.52
285, 0.65
286, 0.57
287, 0.42
288, 0.91
289, 0.56
290, 0.61
291, 0.34
292, 0.95
293, 0.37
294, 0.01
295, 0.36
296, 0.33
297, 0.34
298, 0.35
299, 0.43
300, 0.55
301, 0.55
302, 0.24
303, 0.32
304, 0.36
305, 0.48
306, 0.41
307, 0.42
308, 0.30
309, 0.51
310, 0.50
311, 0.05
312, 0.98
313, 0.43
314, 0.56
315, 0.36
316, 0.58
317, 0.65
318, 0.40
319, 0.38
320, 0.29
321, 0.92
322, 0.42
323, 0.25
324, 0.64
325, 0.88
326, 0.11
327, 0.41
328, 0.56
329, 0.58
330, 0.28
331, 0.58
332, 0.33
333, 0.27
334, 0.88
335, 0.42
336, 0.23
337, 0.53
338, 0.64
339, 0.63
340, 0.45
341, 0.30
342, 0.43
343, 0.32
344, 1.00
345, 0.63
346, 0.34
347, 0.48
348, 0.35
349, 0.50
350, 0.92
351, 0.76
352, 0.60
353, 0.58
354, 0.74
355, 0.72
356, 0.58
357, 0.15
358, 0.56
359, 0.57
360, 0.19
361, 0.67
362, 0.54
363, 0.50
364, 0.29
365, 0.62
366, 0.62
367, 0.89
368, 0.25
369, 0.17
370, 0.42
371, 0.71
372, 0.46
373, 0.46
374, 0.88
375, 0.42
376, 0.65
377, 0.37
378, 0.52
379, 0.55
380, 0.51
381, 0.44
382, 0.32
383, 0.59
384, 0.56
385, 0.46
386, 0.26
387, 0.37
388, 0.67
389, 0.26
390, 0.90
391, 0.49
392, 0.65
393, 0.32
394, 0.53
395, 0.62
396, 0.34
397, 0.16
398, 0.51
399, 0.95
400, 0.65
401, 0.45
402, 0.64
403, 0.60
404, 0.33
405, 0.53
406, 0.39
407, 0.35
408, 0.46
409, 0.39
410, 0.14
411, 0.19
412, 0.56
413, 0.51
414, 0.23
415, 0.27
416, 0.47
417, 0.84
418, 0.42
419, 0.38
420, 0.74
421, 0.47
422, 0.49
423, 0.81
424, 0.99
425, 0.81
426, 0.53
427, 0.76
428, 0.99
429, 0.12
430, 0.38
431, 0.71
432, 0.70
433, 0.47
434, 0.91
435, 0.40
436, 0.49
437, 0.52
438, 0.41
439, 0.29
440, 0.81
441, 0.67
442, 0.37
443, 0.36
444, 0.62
445, 0.43
446, 0.73
447, 0.07
448, 0.46
449, 0.90
450, 0.19
451, 0.22
452, 0.49
453, 0.51
454, 0.45
455, 0.36
456, 0.35
457, 0.52
458, 0.45
459, 0.25
460, 0.65
461, 0.34
462, 0.74
463, 0.90
464, 0.81
465, 0.41
466, 0.54
467, 0.35
468, 0.92
469, 0.63
470, 0.60
471, 0.35
472, 0.45
473, 0.60
474, 0.99
475, 0.83
476, 1.00
477, 0.73
478, 0.29
479, 0.38
480, 0.48
481, 0.94
482, 0.99
483, 0.61
484, 0.44
485, 0.53
486, 0.58
487, 0.71
488, 0.48
489, 0.28
490, 0.28
491, 0.09
492, 0.24
493, 0.59
494, 0.43
495, 0.25
496, 0.40
497, 0.61
498, 0.78
499, 0.70
500, 0.98
501, 0.32
502, 0.33
503, 0.50
504, 0.51
505, 0.98
506, 0.55
507, 1.00
508, 0.55
509, 0.47
510, 0.59
511, 0.32
512, 0.22
513, 0.41
514, 0.52
515, 0.38
516, 0.46
517, 0.71
518, 0.51
519, 0.28
520, 0.23
521, 0.58
522, 0.43
523, 0.28
524, 0.24
525, 0.67
526, 0.38
527, 0.49
528, 0.61
529, 0.30
530, 0.37
531, 0.65
532, 0.47
533, 0.55
534, 0.30
535, 0.31
536, 0.36
537, 0.59
538, 0.11
539, 0.42
540, 0.89
541, 0.61
542, 0.61
543, 0.99
544, 0.31
545, 0.55
546, 1.00
547, 0.61
548, 0.56
549, 0.58
550, 0.30
551, 0.36
552, 0.97
553, 0.40
554, 0.71
555, 0.31
556, 0.16
557, 1.00
558, 0.68
559, 0.50
560, 0.42
561, 0.27
562, 0.48
563, 0.96
564, 0.64
565, 0.98
566, 0.29
567, 0.88
568, 0.46
569, 1.00
570, 0.48
571, 0.40
572, 0.62
573, 0.13
574, 0.56
575, 0.68
576, 0.47
577, 0.60
578, 0.54
579, 0.35
580, 0.53
581, 0.63
582, 0.18
583, 0.41
584, 0.26
585, 0.28
586, 0.44
587, 0.30
588, 0.33
589, 0.33
590, 0.44
591, 0.55
592, 0.55
593, 0.99
594, 0.80
595, 0.96
596, 0.49
597, 0.39
598, 0.69
599, 0.70
600, 0.51
601, 1.00
602, 0.43
603, 0.44
604, 0.57
605, 0.33
606, 0.17
607, 0.16
608, 1.00
609, 0.36
610, 0.42
611, 0.78
612, 0.48
613, 0.21
614, 0.59
615, 0.19
616, 0.30
617, 0.80
618, 0.51
619, 0.25
620, 0.56
621, 0.55
622, 0.42
623, 0.52
624, 0.33
625, 0.67
626, 0.31
627, 0.98
628, 0.59
629, 0.74
630, 0.33
631, 0.29
632, 0.24
633, 0.41
634, 0.85
635, 0.53
636, 1.00
637, 0.49
638, 0.25
639, 0.38
640, 0.33
641, 0.57
642, 0.61
643, 0.47
644, 0.47
645, 0.55
646, 0.54
647, 0.24
648, 0.98
649, 0.62
650, 0.17
651, 0.63
652, 0.48
653, 0.65
654, 0.88
655, 0.42
656, 0.45
657, 0.43
658, 0.29
659, 0.43
660, 0.90
661, 0.46
662, 0.58
663, 0.58
664, 0.42
665, 0.23
666, 0.55
667, 0.98
668, 0.41
669, 0.87
670, 0.56
671, 0.56
672, 0.98
673, 0.51
674, 0.62
675, 0.98
676, 0.07
677, 0.22
678, 0.25
679, 0.42
680, 1.00
681, 0.99
682, 0.39
683, 0.68
684, 0.66
685, 0.42
686, 0.33
687, 0.32
688, 0.26
689, 0.41
690, 0.48
691, 0.55
692, 0.70
693, 0.42
694, 0.63
695, 0.37
696, 0.48
697, 0.33
698, 0.44
699, 0.36
700, 0.49
701, 0.24
702, 0.49
703, 0.54
704, 0.35
705, 0.58
706, 0.44
707, 0.19
708, 0.36
709, 0.27
710, 0.98
711, 0.41
712, 0.60
713, 0.63
714, 0.55
715, 0.43
716, 0.43
717, 0.21
718, 0.43
719, 0.44
720, 0.17
721, 0.66
722, 0.31
723, 0.34
724, 0.27
725, 0.46
726, 0.65
727, 0.64
728, 0.46
729, 0.25
730, 0.44
731, 0.27
732, 0.49
733, 0.90
734, 0.12
735, 0.36
736, 0.76
737, 0.10
738, 0.52
739, 0.29
740, 0.58
741, 0.37
742, 0.29
743, 0.40
744, 0.99
745, 0.43
746, 0.55
747, 0.29
748, 0.37
749, 0.61
750, 0.43
751, 0.50
752, 0.62
753, 0.88
754, 0.38
755, 0.24
756, 0.51
757, 0.67
758, 0.22
759, 0.42
760, 0.17
761, 0.47
762, 0.51
763, 0.46
764, 0.44
765, 0.32
766, 0.69
767, 0.54
768, 0.04
769, 0.51
770, 0.73
771, 0.53
772, 0.66
773, 0.60
774, 0.39
775, 0.37
776, 0.46
777, 0.45
778, 0.43
779, 0.61
780, 0.48
781, 0.27
782, 0.52
783, 0.72
784, 0.76
785, 0.36
786, 0.53
787, 0.37
788, 0.85
789, 0.24
790, 0.35
791, 0.61
792, 0.43
793, 0.40
794, 0.42
795, 0.44
796, 0.08
797, 0.70
798, 0.57
799, 0.89
800, 0.60
801, 0.56
802, 0.64
803, 0.97
804, 0.37
805, 0.23
806, 0.03
807, 0.70
808, 0.19
809, 0.23
810, 0.51
811, 0.37
812, 0.88
813, 0.14
814, 0.39
815, 0.37
816, 0.99
817, 0.18
818, 0.30
819, 0.57
820, 0.44
821, 0.29
822, 0.85
823, 0.55
824, 0.27
825, 0.32
826, 0.71
827, 0.48
828, 0.94
829, 0.52
830, 0.55
831, 0.68
832, 0.38
833, 0.52
834, 0.31
835, 0.44
836, 0.66
837, 0.42
838, 0.53
839, 0.56
840, 0.06
841, 0.55
842, 0.57
843, 0.74
844, 0.55
845, 0.47
846, 0.59
847, 0.31
848, 0.45
849, 0.51
850, 0.30
851, 0.52
852, 0.21
853, 0.42
854, 0.40
855, 0.99
856, 0.32
857, 0.48
858, 0.48
859, 0.43
860, 0.56
861, 0.05
862, 0.69
863, 0.63
864, 0.45
865, 0.49
866, 0.46
867, 0.29
868, 0.52
869, 0.52
870, 0.10
871, 0.42
872, 0.82
873, 0.96
874, 0.26
875, 0.25
876, 0.52
877, 0.46
878, 0.47
879, 0.55
880, 0.53
881, 0.44
882, 0.37
883, 0.44
884, 0.34
885, 0.37
886, 0.98
887, 0.38
888, 0.66
889, 0.36
890, 0.90
891, 0.50
892, 0.69
893, 0.57
894, 1.00
895, 0.62
896, 0.74
897, 0.42
898, 0.49
899, 0.10
900, 0.50
901, 0.61
902, 0.43
903, 0.47
904, 0.96
905, 0.99
906, 0.48
907, 0.52
908, 0.30
909, 0.37
910, 0.91
911, 0.67
912, 0.25
913, 0.37
914, 0.32
915, 0.52
916, 0.45
917, 0.98
918, 0.51
919, 0.76
920, 0.40
921, 0.73
922, 0.35
923, 0.69
924, 0.36
925, 0.40
926, 0.51
927, 0.98
928, 0.24
929, 0.95
930, 0.52
931, 0.36
932, 0.33
933, 0.37
934, 0.52
935, 0.32
936, 0.62
937, 0.28
938, 0.43
939, 0.61
940, 0.55
941, 0.09
942, 0.44
943, 0.52
944, 0.67
945, 0.52
946, 0.47
947, 1.00
948, 0.10
949, 0.21
950, 0.55
951, 0.78
952, 0.34
953, 0.64
954, 0.46
955, 0.56
956, 0.64
957, 0.60
958, 0.35
959, 0.30
960, 0.34
961, 0.75
962, 0.56
963, 0.91
964, 0.33
965, 0.33
966, 0.54
967, 0.84
968, 0.61
969, 0.37
970, 0.36
971, 0.25
972, 0.55
973, 0.28
974, 0.53
975, 0.79
976, 0.56
977, 0.53
978, 0.23
979, 0.36
980, 0.48
981, 0.60
982, 0.35
983, 0.51
984, 0.58
985, 0.55
986, 0.33
987, 0.46
988, 0.52
989, 0.40
990, 0.27
991, 0.34
992, 0.41
993, 0.67
994, 0.29
995, 0.55
996, 0.45
997, 0.50
998, 0.33
999, 0.66
1000, 0.29
1001, 0.40
1002, 0.60
1003, 0.49
1004, 0.96
1005, 0.26
1006, 0.47
1007, 0.98
1008, 0.23
1009, 0.22
1010, 0.52
1011, 0.38
1012, 0.52
1013, 0.42
1014, 0.09
1015, 0.56
1016, 0.64
1017, 0.55
1018, 0.49
1019, 0.78
1020, 0.16
1021, 0.45
1022, 0.36
1023, 0.44
1024, 0.47
1025, 0.30
1026, 0.98
1027, 0.54
1028, 0.94
1029, 0.69
1030, 0.30
1031, 0.94
1032, 0.42
1033, 0.62
1034, 0.59
1035, 0.94
1036, 0.31
1037, 0.35
1038, 0.52
1039, 0.57
1040, 0.50
1041, 0.64
1042, 0.97
1043, 0.57
1044, 0.44
1045, 0.67
1046, 0.42
1047, 0.51
1048, 0.58
1049, 0.18
1050, 0.40
1051, 0.85
1052, 0.64
1053, 0.29
1054, 0.22
1055, 0.98
1056, 0.09
1057, 0.37
1058, 0.53
1059, 0.56
1060, 0.33
1061, 0.47
1062, 0.61
1063, 0.41
1064, 1.00
1065, 0.44
1066, 0.99
1067, 0.37
1068, 0.29
1069, 0.55
1070, 0.80
1071, 0.46
1072, 0.74
1073, 0.72
1074, 0.09
1075, 0.25
1076, 0.41
1077, 0.62
1078, 0.47
1079, 0.40
1080, 0.15
1081, 0.25
1082, 0.59
1083, 0.99
1084, 0.64
1085, 0.60
1086, 0.42
1087, 0.55
1088, 0.66
1089, 0.59
1090, 0.54
1091, 0.47
1092, 0.33
1093, 0.58
1094, 0.54
1095, 0.32
1096, 0.33
1097, 0.72
1098, 0.75
1099, 0.47
1100, 0.65
1101, 0.45
1102, 0.50
1103, 0.50
1104, 0.61
1105, 0.56
1106, 0.52
1107, 0.62
1108, 0.34
1109, 0.07
1110, 0.47
1111, 0.38
1112, 0.30
1113, 0.44
1114, 0.92
1115, 0.61
1116, 0.64
1117, 0.39
1118, 0.99
1119, 0.70
1120, 0.95
1121, 0.33
1122, 0.50
1123, 0.51
1124, 0.98
1125, 0.43
1126, 0.42
1127, 0.30
1128, 0.68
1129, 0.08
1130, 0.40
1131, 0.48
1132, 0.46
1133, 0.39
1134, 0.51
1135, 0.15
1136, 0.51
1137, 0.40
1138, 0.47
1139, 0.43
1140, 0.88
1141, 0.21
1142, 0.30
1143, 0.69
1144, 0.61
1145, 0.32
1146, 0.55
1147, 0.20
1148, 1.00
1149, 0.96
1150, 0.32
1151, 0.29
1152, 0.97
1153, 0.21
1154, 0.15
1155, 0.09
1156, 0.24
1157, 0.27
1158, 0.44
1159, 0.65
1160, 0.72
1161, 0.29
1162, 0.46
1163, 0.66
1164, 0.43
1165, 0.99
1166, 0.50
1167, 0.62
1168, 0.73
1169, 0.66
1170, 0.54
1171, 0.50
1172, 0.92
1173, 0.40
1174, 0.98
1175, 0.42
1176, 0.52
1177, 0.31
1178, 0.46
1179, 0.47
1180, 0.53
1181, 0.22
1182, 0.41
1183, 0.65
1184, 0.33
1185, 0.63
1186, 0.95
1187, 0.65
1188, 0.38
1189, 0.51
1190, 0.44
1191, 0.94
1192, 0.42
1193, 0.63
1194, 0.38
1195, 0.58
1196, 0.32
1197, 0.40
1198, 0.41
1199, 0.96
1200, 0.51
1201, 0.55
1202, 0.35
1203, 0.95
1204, 0.52
1205, 0.69
1206, 0.20
1207, 0.52
1208, 0.33
1209, 0.28
1210, 0.54
1211, 0.70
1212, 0.51
1213, 0.72
1214, 0.44
1215, 0.67
1216, 0.40
1217, 0.20
1218, 0.33
1219, 0.58
1220, 0.26
1221, 0.85
1222, 0.55
1223, 0.57
1224, 0.64
1225, 0.37
1226, 0.44
1227, 0.31
1228, 0.56
1229, 0.49
1230, 0.55
1231, 0.40
1232, 0.42
1233, 0.21
1234, 0.40
1235, 0.39
1236, 0.53
1237, 0.45
1238, 0.50
1239, 0.08
1240, 0.50
1241, 0.14
1242, 0.57
1243, 0.57
1244, 0.31
1245, 0.66
1246, 0.49
1247, 0.13
1248, 0.59
1249, 0.32
1250, 0.58
1251, 0.63
1252, 0.47
1253, 0.50
1254, 0.45
1255, 0.51
1256, 0.96
1257, 0.93
1258, 0.60
1259, 0.45
1260, 0.34
1261, 0.41
1262, 0.18
1263, 0.76
1264, 0.53
1265, 0.62
1266, 0.48
1267, 0.61
1268, 0.65
1269, 0.36
1270, 0.42
1271, 0.50
1272, 0.69
1273, 0.96
1274, 0.45
1275, 0.39
1276, 0.44
1277, 0.36
1278, 0.53
1279, 0.97
1280, 0.30
1281, 0.43
1282, 0.63
1283, 0.63
1284, 0.76
1285, 0.96
1286, 0.88
1287, 0.64
1288, 0.58
1289, 0.55
1290, 0.51
1291, 0.98
1292, 0.34
1293, 1.00
1294, 0.38
1295, 0.58
1296, 0.43
1297, 0.60
1298, 0.27
1299, 0.59
1300, 0.42
1301, 0.55
1302, 0.32
1303, 0.63
1304, 0.24
1305, 0.44
1306, 0.94
1307, 0.53
1308, 0.40
1309, 0.27
1310, 0.38
1311, 0.34
1312, 0.20
1313, 0.47
1314, 0.21
1315, 1.00
1316, 0.39
1317, 0.19
1318, 0.55
1319, 0.38
1320, 0.32
1321, 0.71
1322, 0.34
1323, 0.59
1324, 0.48
1325, 0.80
1326, 0.55
1327, 0.27
1328, 0.65
1329, 0.50
1330, 0.47
1331, 0.42
1332, 0.96
1333, 0.46
1334, 0.61
1335, 0.74
1336, 0.23
1337, 0.46
1338, 0.58
1339, 0.98
1340, 0.54
1341, 0.32
1342, 0.47
1343, 0.45
1344, 0.47
1345, 0.93
1346, 0.12
1347, 0.44
1348, 0.39
1349, 0.48
1350, 0.39
1351, 0.39
1352, 0.30
1353, 0.48
1354, 0.57
1355, 0.37
1356, 0.22
1357, 0.48
1358, 0.63
1359, 0.34
1360, 0.33
1361, 0.24
1362, 1.00
1363, 0.54
1364, 0.46
1365, 0.52
1366, 0.51
1367, 1.00
1368, 0.82
1369, 0.45
1370, 0.70
1371, 0.45
1372, 0.36
1373, 0.29
1374, 0.33
1375, 0.94
1376, 0.71
1377, 0.06
1378, 0.49
1379, 0.50
1380, 0.49
1381, 0.39
1382, 0.36
1383, 0.40
1384, 0.77
1385, 0.51
1386, 0.61
1387, 0.49
1388, 0.32
1389, 0.42
1390, 0.76
1391, 0.56
1392, 0.29
1393, 0.63
1394, 0.89
1395, 0.37
1396, 0.41
1397, 0.20
1398, 0.66
1399, 0.73
1400, 0.57
1401, 0.38
1402, 0.34
1403, 0.41
1404, 0.62
1405, 0.28
1406, 0.46
1407, 0.38
1408, 0.42
1409, 0.65
1410, 1.00
1411, 0.51
1412, 0.93
1413, 0.55
1414, 0.54
1415, 0.37
1416, 0.42
1417, 0.64
1418, 0.32
1419, 0.48
1420, 0.57
1421, 0.38
1422, 0.59
1423, 0.48
1424, 0.48
1425, 0.75
1426, 0.65
1427, 0.73
1428, 0.32
1429, 0.23
1430, 0.65
1431, 0.65
1432, 0.54
1433, 0.64
1434, 0.75
1435, 0.24
1436, 0.53
1437, 0.30
1438, 0.16
1439, 0.52
1440, 0.44
1441, 0.45
1442, 0.44
1443, 0.44
1444, 0.47
1445, 0.34
1446, 0.18
1447, 0.29
1448, 0.05
1449, 0.43
1450, 0.59
1451, 0.57
1452, 0.94
1453, 0.90
1454, 0.32
1455, 0.60
1456, 0.38
1457, 0.43
1458, 0.05
1459, 0.60
1460, 0.49
1461, 0.22
1462, 0.45
1463, 0.12
1464, 0.54
1465, 0.51
1466, 0.49
1467, 0.26
1468, 0.54
1469, 0.54
1470, 0.35
1471, 0.65
1472, 0.18
1473, 0.21
1474, 0.29
1475, 0.95
1476, 0.34
1477, 0.43
1478, 0.24
1479, 0.35
1480, 0.73
1481, 0.59
1482, 0.36
1483, 0.59
1484, 0.57
1485, 0.41
1486, 0.45
1487, 0.96
1488, 0.13
1489, 0.63
1490, 0.04
1491, 0.50
1492, 0.39
1493, 0.41
1494, 0.88
1495, 0.98
1496, 0.40
1497, 0.47
1498, 0.40
1499, 0.19
1500, 0.42
1501, 0.54
1502, 0.45
1503, 0.65
1504, 0.26
1505, 0.97
1506, 0.35
1507, 0.35
1508, 0.45
1509, 0.40
1510, 0.58
1511, 0.28
1512, 0.33
1513, 0.36
1514, 0.16
1515, 0.39
1516, 0.31
1517, 0.39
1518, 0.53
1519, 0.37
1520, 0.16
1521, 0.22
1522, 0.33
1523, 0.26
1524, 0.42
1525, 0.40
1526, 0.28
1527, 0.29
1528, 0.81
1529, 0.44
1530, 0.67
1531, 0.91
1532, 0.30
1533, 0.77
1534, 0.66
1535, 0.52
1536, 0.55
1537, 0.60
1538, 1.00
1539, 0.81
1540, 0.59
1541, 0.99
1542, 0.37
1543, 0.34
1544, 0.56
1545, 0.62
1546, 0.61
1547, 0.45
1548, 0.50
1549, 0.72
1550, 0.38
1551, 0.48
1552, 0.42
1553, 0.49
1554, 0.31
1555, 0.16
1556, 0.52
1557, 0.99
1558, 0.56
1559, 0.40
1560, 0.97
1561, 0.67
1562, 0.21
1563, 0.19
1564, 0.86
1565, 0.96
1566, 0.42
1567, 0.44
1568, 0.48
1569, 0.92
1570, 0.54
1571, 0.93
1572, 0.97
1573, 0.08
1574, 0.42
1575, 0.13
1576, 0.88
1577, 0.96
1578, 0.96
1579, 0.41
1580, 0.51
1581, 0.39
1582, 0.20
1583, 0.47
1584, 0.15
1585, 0.65
1586, 0.34
1587, 0.69
1588, 0.72
1589, 0.85
1590, 0.40
1591, 0.95
1592, 0.59
1593, 0.50
1594, 0.30
1595, 0.14
1596, 0.70
1597, 0.61
1598, 0.62
1599, 0.46
1600, 0.17
1601, 0.54
1602, 0.51
1603, 0.64
1604, 0.50
1605, 0.25
1606, 0.30
1607, 0.46
1608, 0.58
1609, 0.39
1610, 0.43
1611, 0.11
1612, 0.46
1613, 0.10
1614, 0.93
1615, 0.98
1616, 0.40
1617, 0.40
1618, 0.62
1619, 0.34
1620, 0.97
1621, 0.57
1622, 0.94
1623, 0.43
1624, 0.66
1625, 0.69
1626, 0.64
1627, 0.77
1628, 0.64
1629, 0.26
1630, 0.45
1631, 0.53
1632, 0.48
1633, 0.34
1634, 0.66
1635, 0.55
1636, 0.87
1637, 0.72
1638, 0.28
1639, 0.19
1640, 0.05
1641, 0.22
1642, 0.98
1643, 0.95
1644, 0.48
1645, 0.44
1646, 0.15
1647, 0.96
1648, 0.43
1649, 0.18
1650, 0.45
1651, 0.50
1652, 0.13
1653, 0.99
1654, 0.09
1655, 0.63
1656, 0.40
1657, 0.40
1658, 0.58
1659, 0.64
1660, 0.48
1661, 0.07
1662, 0.50
1663, 0.47
1664, 0.43
1665, 0.96
1666, 0.45
1667, 0.45
1668, 0.04
1669, 0.71
1670, 0.57
1671, 0.89
1672, 0.48
1673, 0.64
1674, 0.16
1675, 0.15
1676, 0.24
1677, 0.58
1678, 0.23
1679, 0.97
1680, 0.72
1681, 0.80
1682, 0.95
1683, 0.64
1684, 0.46
1685, 0.63
1686, 0.57
1687, 0.72
1688, 0.16
1689, 0.53
1690, 0.23
1691, 0.42
1692, 0.36
1693, 0.13
1694, 0.59
1695, 0.41
1696, 0.44
1697, 0.92
1698, 0.42
1699, 0.58
1700, 0.42
1701, 0.67
1702, 0.64
1703, 0.88
1704, 0.43
1705, 0.48
1706, 0.98
1707, 0.55
1708, 0.57
1709, 0.59
1710, 0.14
1711, 0.37
1712, 0.55
1713, 0.43
1714, 0.53
1715, 0.91
1716, 0.82
1717, 0.51
1718, 0.26
1719, 0.33
1720, 0.35
1721, 0.43
1722, 0.28
1723, 0.32
1724, 0.53
1725, 0.62
1726, 0.89
1727, 0.48
1728, 0.36
1729, 0.95
1730, 0.54
1731, 0.66
1732, 0.41
1733, 0.63
1734, 0.53
1735, 0.45
1736, 0.67
1737, 0.14
1738, 0.97
1739, 0.58
1740, 0.88
1741, 0.46
1742, 0.49
1743, 0.25
1744, 0.25
1745, 0.68
1746, 0.44
1747, 0.27
1748, 0.60
1749, 0.50
1750, 0.70
1751, 0.41
1752, 0.51
1753, 0.49
1754, 0.89
1755, 0.55
1756, 0.49
1757, 0.95
1758, 0.60
1759, 0.76
1760, 0.55
1761, 0.56
1762, 0.61
1763, 0.49
1764, 0.72
1765, 0.46
1766, 0.51
1767, 0.94
1768, 0.31
1769, 0.41
1770, 0.34
1771, 0.28
1772, 0.44
1773, 0.51
1774, 0.53
1775, 0.53
1776, 0.65
1777, 0.56
1778, 0.79
1779, 0.27
1780, 0.96
1781, 0.61
1782, 0.53
1783, 0.39
1784, 0.33
1785, 0.61
1786, 0.38
1787, 0.96
1788, 0.63
1789, 0.53
1790, 0.67
1791, 0.42
1792, 0.69
1793, 0.56
1794, 0.45
1795, 0.07
1796, 0.45
1797, 0.48
1798, 0.18
1799, 0.44
1800, 0.93
1801, 0.56
1802, 0.53
1803, 0.37
1804, 0.44
1805, 0.36
1806, 1.00
1807, 0.61
1808, 0.55
1809, 0.42
1810, 0.52
1811, 0.42
1812, 0.38
1813, 0.71
1814, 0.61
1815, 0.66
1816, 0.12
1817, 0.49
1818, 0.66
1819, 0.50
1820, 0.54
1821, 0.43
1822, 0.50
1823, 0.21
1824, 0.47
1825, 0.40
1826, 0.49
1827, 0.20
1828, 0.18
1829, 0.52
1830, 0.40
1831, 0.55
1832, 0.21
1833, 0.98
1834, 0.39
1835, 0.48
1836, 0.62
1837, 0.49
1838, 0.42
1839, 0.20
1840, 0.36
1841, 0.43
1842, 0.36
1843, 0.39
1844, 0.38
1845, 0.45
1846, 0.85
1847, 0.63
1848, 0.41
1849, 0.29
1850, 0.53
1851, 0.49
1852, 0.29
1853, 0.58
1854, 0.56
1855, 0.39
1856, 0.56
1857, 0.22
1858, 0.39
1859, 0.55
1860, 0.16
1861, 0.47
1862, 0.90
1863, 0.29
1864, 0.40
1865, 0.56
1866, 0.54
1867, 0.66
1868, 0.30
1869, 0.40
1870, 0.35
1871, 0.35
